entity,entity_type,metric,value,period,source
CCB,standalone,Fees and Commission Income,0.6,2023-Q3,rbnz-dashboard
CCB,standalone,Other Income,0.1,2023-Q3,rbnz-dashboard
CCB,standalone,Operating Expenses,3.3,2023-Q3,rbnz-dashboard
CCB,standalone,Profit After Tax,6.9,2023-Q3,rbnz-dashboard
CCB,standalone,Total Assets,2365.7,2023-Q3,rbnz-dashboard
CCB,standalone,Cash Position,210.4,2023-Q3,rbnz-dashboard
CCB,standalone,Net Loans and Advances,1801.7,2023-Q3,rbnz-dashboard
CCB,standalone,Deposits,508.7,2023-Q3,rbnz-dashboard
CCB,standalone,Equity,305.2,2023-Q3,rbnz-dashboard
CCB,standalone,Core Funding Ratio (CFR),89.5,2023-Q3,rbnz-dashboard
CCB,standalone,1-Month Mismatch Ratio,18.1,2023-Q3,rbnz-dashboard
CCB,standalone,1-Week Mismatch Ratio,16.5,2023-Q3,rbnz-dashboard
CCB,standalone,Top 5 Non-Bank Credit Exposures,128.8,2023-Q3,rbnz-dashboard
CCB,standalone,Top 5 Bank Credit Exposures,32.5,2023-Q3,rbnz-dashboard
CCB,standalone,Bank Exposures ≥10% of CET1,1,2023-Q3,rbnz-dashboard
CCB Group,group,Total Capital Ratio,,2023-Q3,rbnz-dashboard
CCB Group,group,CET1 Ratio,,2023-Q3,rbnz-dashboard
CCB Group,group,Tier 1 Capital Ratio,,2023-Q3,rbnz-dashboard
CCB Group,group,Total Risk-Weighted Assets,,2023-Q3,rbnz-dashboard
CCB Group,group,Total Non-Performing Loans,1,2023-Q3,rbnz-dashboard
CCB Group,group,NPL Ratio,0,2023-Q3,rbnz-dashboard
CCB Group,group,Individual Provisions,,2023-Q3,rbnz-dashboard
CCB Group,group,Collective Provisions,12.8,2023-Q3,rbnz-dashboard
CCB Group,group,Return on Assets,1.1,2023-Q3,rbnz-dashboard
CCB Group,group,Return on Equity,13.6,2023-Q3,rbnz-dashboard
CCB Group,group,NIM,2.2,2023-Q3,rbnz-dashboard
CCB Group,group,Net Interest Income,23.7,2023-Q3,rbnz-dashboard
CCB Group,group,Trading and Hedging Gains,-4.2,2023-Q3,rbnz-dashboard
CCB Group,group,Fees and Commission Income,2.6,2023-Q3,rbnz-dashboard
CCB Group,group,Other Income,0,2023-Q3,rbnz-dashboard
CCB Group,group,Operating Expenses,5.4,2023-Q3,rbnz-dashboard
CCB Group,group,Profit After Tax,12.1,2023-Q3,rbnz-dashboard
CCB Group,group,Total Assets,4400.2,2023-Q3,rbnz-dashboard
CCB Group,group,Cash Position,730.8,2023-Q3,rbnz-dashboard
CCB Group,group,Net Loans and Advances,3278,2023-Q3,rbnz-dashboard
CCB Group,group,Deposits,506.7,2023-Q3,rbnz-dashboard
CCB Group,group,Equity,359.2,2023-Q3,rbnz-dashboard
CCB Group,group,Core Funding Ratio (CFR),,2023-Q3,rbnz-dashboard
CCB Group,group,1-Month Mismatch Ratio,,2023-Q3,rbnz-dashboard
CCB Group,group,1-Week Mismatch Ratio,,2023-Q3,rbnz-dashboard
CCB Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q3,rbnz-dashboard
CCB Group,group,Top 5 Bank Credit Exposures,,2023-Q3,rbnz-dashboard
CCB Group,group,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
Co-op,standalone,Total Capital Ratio,16.3,2023-Q3,rbnz-dashboard
Co-op,standalone,CET1 Ratio,14.1,2023-Q3,rbnz-dashboard
Co-op,standalone,Tier 1 Capital Ratio,14.1,2023-Q3,rbnz-dashboard
Co-op,standalone,Total Risk-Weighted Assets,1625.6,2023-Q3,rbnz-dashboard
Co-op,standalone,Total Non-Performing Loans,8,2023-Q3,rbnz-dashboard
Co-op,standalone,NPL Ratio,0.3,2023-Q3,rbnz-dashboard
Co-op,standalone,Individual Provisions,0.5,2023-Q3,rbnz-dashboard
Co-op,standalone,Collective Provisions,9,2023-Q3,rbnz-dashboard
Co-op,standalone,Return on Assets,0.3,2023-Q3,rbnz-dashboard
Co-op,standalone,Return on Equity,3.9,2023-Q3,rbnz-dashboard
Co-op,standalone,NIM,2.6,2023-Q3,rbnz-dashboard
Co-op,standalone,Net Interest Income,21.5,2023-Q3,rbnz-dashboard
Co-op,standalone,Trading and Hedging Gains,-0.4,2023-Q3,rbnz-dashboard
Co-op,standalone,Fees and Commission Income,3.3,2023-Q3,rbnz-dashboard
Co-op,standalone,Other Income,1.4,2023-Q3,rbnz-dashboard
Co-op,standalone,Operating Expenses,21.7,2023-Q3,rbnz-dashboard
Co-op,standalone,Profit After Tax,2.6,2023-Q3,rbnz-dashboard
Co-op,standalone,Total Assets,3465.8,2023-Q3,rbnz-dashboard
Co-op,standalone,Cash Position,30.8,2023-Q3,rbnz-dashboard
Co-op,standalone,Net Loans and Advances,3027.5,2023-Q3,rbnz-dashboard
Co-op,standalone,Deposits,2952.9,2023-Q3,rbnz-dashboard
Co-op,standalone,Equity,266.5,2023-Q3,rbnz-dashboard
Co-op,standalone,Core Funding Ratio (CFR),102.7,2023-Q3,rbnz-dashboard
Co-op,standalone,1-Month Mismatch Ratio,16.5,2023-Q3,rbnz-dashboard
Co-op,standalone,1-Week Mismatch Ratio,13.1,2023-Q3,rbnz-dashboard
Co-op,standalone,Top 5 Non-Bank Credit Exposures,17.6,2023-Q3,rbnz-dashboard
Co-op,standalone,Top 5 Bank Credit Exposures,52.2,2023-Q3,rbnz-dashboard
Co-op,standalone,Bank Exposures ≥10% of CET1,2,2023-Q3,rbnz-dashboard
Heartland,standalone,Total Capital Ratio,13.8,2023-Q3,rbnz-dashboard
Heartland,standalone,CET1 Ratio,11.8,2023-Q3,rbnz-dashboard
Heartland,standalone,Tier 1 Capital Ratio,11.8,2023-Q3,rbnz-dashboard
Heartland,standalone,Total Risk-Weighted Assets,5050.7,2023-Q3,rbnz-dashboard
Heartland,standalone,Total Non-Performing Loans,152.4,2023-Q3,rbnz-dashboard
Heartland,standalone,NPL Ratio,3,2023-Q3,rbnz-dashboard
Heartland,standalone,Individual Provisions,16.2,2023-Q3,rbnz-dashboard
Heartland,standalone,Collective Provisions,37.2,2023-Q3,rbnz-dashboard
Heartland,standalone,Return on Assets,1.3,2023-Q3,rbnz-dashboard
Heartland,standalone,Return on Equity,9.8,2023-Q3,rbnz-dashboard
Heartland,standalone,NIM,3.8,2023-Q3,rbnz-dashboard
Heartland,standalone,Net Interest Income,52.9,2023-Q3,rbnz-dashboard
Heartland,standalone,Trading and Hedging Gains,-1.6,2023-Q3,rbnz-dashboard
Heartland,standalone,Fees and Commission Income,2.3,2023-Q3,rbnz-dashboard
Heartland,standalone,Other Income,2.7,2023-Q3,rbnz-dashboard
Heartland,standalone,Operating Expenses,26.3,2023-Q3,rbnz-dashboard
Heartland,standalone,Profit After Tax,17.9,2023-Q3,rbnz-dashboard
Heartland,standalone,Total Assets,5713.7,2023-Q3,rbnz-dashboard
Heartland,standalone,Cash Position,273,2023-Q3,rbnz-dashboard
Heartland,standalone,Net Loans and Advances,4958.2,2023-Q3,rbnz-dashboard
Heartland,standalone,Deposits,4147,2023-Q3,rbnz-dashboard
Heartland,standalone,Equity,704.6,2023-Q3,rbnz-dashboard
Heartland,standalone,Core Funding Ratio (CFR),90.5,2023-Q3,rbnz-dashboard
Heartland,standalone,1-Month Mismatch Ratio,7.6,2023-Q3,rbnz-dashboard
Heartland,standalone,1-Week Mismatch Ratio,7.7,2023-Q3,rbnz-dashboard
Heartland,standalone,Top 5 Non-Bank Credit Exposures,33,2023-Q3,rbnz-dashboard
Heartland,standalone,Top 5 Bank Credit Exposures,57.4,2023-Q3,rbnz-dashboard
Heartland,standalone,Bank Exposures ≥10% of CET1,3,2023-Q3,rbnz-dashboard
ICBC,standalone,Total Capital Ratio,18.7,2023-Q3,rbnz-dashboard
ICBC,standalone,CET1 Ratio,18.7,2023-Q3,rbnz-dashboard
ICBC,standalone,Tier 1 Capital Ratio,18.7,2023-Q3,rbnz-dashboard
ICBC,standalone,Total Risk-Weighted Assets,1638,2023-Q3,rbnz-dashboard
ICBC,standalone,Total Non-Performing Loans,1.4,2023-Q3,rbnz-dashboard
ICBC,standalone,NPL Ratio,0.1,2023-Q3,rbnz-dashboard
ICBC,standalone,Individual Provisions,0.8,2023-Q3,rbnz-dashboard
ICBC,standalone,Collective Provisions,12,2023-Q3,rbnz-dashboard
ICBC,standalone,Return on Assets,0.6,2023-Q3,rbnz-dashboard
ICBC,standalone,Return on Equity,4.2,2023-Q3,rbnz-dashboard
ICBC,standalone,NIM,1.5,2023-Q3,rbnz-dashboard
ICBC,standalone,Net Interest Income,8.5,2023-Q3,rbnz-dashboard
ICBC,standalone,Trading and Hedging Gains,2.1,2023-Q3,rbnz-dashboard
ICBC,standalone,Fees and Commission Income,0.3,2023-Q3,rbnz-dashboard
ICBC,standalone,Other Income,2.1,2023-Q3,rbnz-dashboard
ICBC,standalone,Operating Expenses,5.9,2023-Q3,rbnz-dashboard
ICBC,standalone,Profit After Tax,3.3,2023-Q3,rbnz-dashboard
ICBC,standalone,Total Assets,2205.2,2023-Q3,rbnz-dashboard
ICBC,standalone,Cash Position,272.9,2023-Q3,rbnz-dashboard
ICBC,standalone,Net Loans and Advances,1693.8,2023-Q3,rbnz-dashboard
ICBC,standalone,Deposits,708.3,2023-Q3,rbnz-dashboard
ICBC,standalone,Equity,311.6,2023-Q3,rbnz-dashboard
ICBC,standalone,Core Funding Ratio (CFR),91.6,2023-Q3,rbnz-dashboard
ICBC,standalone,1-Month Mismatch Ratio,18,2023-Q3,rbnz-dashboard
ICBC,standalone,1-Week Mismatch Ratio,10.7,2023-Q3,rbnz-dashboard
ICBC,standalone,Top 5 Non-Bank Credit Exposures,133.7,2023-Q3,rbnz-dashboard
ICBC,standalone,Top 5 Bank Credit Exposures,91.1,2023-Q3,rbnz-dashboard
ICBC,standalone,Bank Exposures ≥10% of CET1,4,2023-Q3,rbnz-dashboard
ICBC Group,group,Total Capital Ratio,,2023-Q3,rbnz-dashboard
ICBC Group,group,CET1 Ratio,,2023-Q3,rbnz-dashboard
ICBC Group,group,Tier 1 Capital Ratio,,2023-Q3,rbnz-dashboard
ICBC Group,group,Total Risk-Weighted Assets,,2023-Q3,rbnz-dashboard
ICBC Group,group,Total Non-Performing Loans,1.4,2023-Q3,rbnz-dashboard
ICBC Group,group,NPL Ratio,0,2023-Q3,rbnz-dashboard
ICBC Group,group,Individual Provisions,0.8,2023-Q3,rbnz-dashboard
ICBC Group,group,Collective Provisions,19.7,2023-Q3,rbnz-dashboard
ICBC Group,group,Return on Assets,0.9,2023-Q3,rbnz-dashboard
ICBC Group,group,Return on Equity,8,2023-Q3,rbnz-dashboard
ICBC Group,group,NIM,1.8,2023-Q3,rbnz-dashboard
ICBC Group,group,Net Interest Income,17.7,2023-Q3,rbnz-dashboard
ICBC Group,group,Trading and Hedging Gains,2.2,2023-Q3,rbnz-dashboard
ICBC Group,group,Fees and Commission Income,0.4,2023-Q3,rbnz-dashboard
ICBC Group,group,Other Income,0,2023-Q3,rbnz-dashboard
ICBC Group,group,Operating Expenses,6,2023-Q3,rbnz-dashboard
ICBC Group,group,Profit After Tax,8.4,2023-Q3,rbnz-dashboard
ICBC Group,group,Total Assets,4093.1,2023-Q3,rbnz-dashboard
ICBC Group,group,Cash Position,379.6,2023-Q3,rbnz-dashboard
ICBC Group,group,Net Loans and Advances,3459.3,2023-Q3,rbnz-dashboard
ICBC Group,group,Deposits,708.1,2023-Q3,rbnz-dashboard
ICBC Group,group,Equity,419.7,2023-Q3,rbnz-dashboard
ICBC Group,group,Core Funding Ratio (CFR),,2023-Q3,rbnz-dashboard
ICBC Group,group,1-Month Mismatch Ratio,,2023-Q3,rbnz-dashboard
ICBC Group,group,1-Week Mismatch Ratio,,2023-Q3,rbnz-dashboard
ICBC Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q3,rbnz-dashboard
ICBC Group,group,Top 5 Bank Credit Exposures,,2023-Q3,rbnz-dashboard
ICBC Group,group,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Total Capital Ratio,15.7,2023-Q3,rbnz-dashboard
Kiwibank,standalone,CET1 Ratio,11.7,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Tier 1 Capital Ratio,13.1,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Total Risk-Weighted Assets,18059.4,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Total Non-Performing Loans,39,2023-Q3,rbnz-dashboard
Kiwibank,standalone,NPL Ratio,0.1,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Individual Provisions,4.4,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Collective Provisions,101.5,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Return on Assets,0.7,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Return on Equity,9.5,2023-Q3,rbnz-dashboard
Kiwibank,standalone,NIM,2.5,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Net Interest Income,210.7,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Trading and Hedging Gains,0.5,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Fees and Commission Income,19.3,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Other Income,-0.2,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Operating Expenses,142.1,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Profit After Tax,59.3,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Total Assets,33909.3,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Cash Position,820,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Net Loans and Advances,30185.3,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Deposits,25747.6,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Equity,2538.1,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Core Funding Ratio (CFR),90.6,2023-Q3,rbnz-dashboard
Kiwibank,standalone,1-Month Mismatch Ratio,10,2023-Q3,rbnz-dashboard
Kiwibank,standalone,1-Week Mismatch Ratio,9.8,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Top 5 Non-Bank Credit Exposures,46.2,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Top 5 Bank Credit Exposures,20.4,2023-Q3,rbnz-dashboard
Kiwibank,standalone,Bank Exposures ≥10% of CET1,0,2023-Q3,rbnz-dashboard
Rabo Group,group,Total Capital Ratio,,2023-Q3,rbnz-dashboard
Rabo Group,group,CET1 Ratio,,2023-Q3,rbnz-dashboard
Rabo Group,group,Tier 1 Capital Ratio,,2023-Q3,rbnz-dashboard
Rabo Group,group,Total Risk-Weighted Assets,,2023-Q3,rbnz-dashboard
Rabo Group,group,Total Non-Performing Loans,413.1,2023-Q3,rbnz-dashboard
Rabo Group,group,NPL Ratio,2.5,2023-Q3,rbnz-dashboard
Rabo Group,group,Individual Provisions,3.3,2023-Q3,rbnz-dashboard
Rabo Group,group,Collective Provisions,34.5,2023-Q3,rbnz-dashboard
Rabo Group,group,Return on Assets,1,2023-Q3,rbnz-dashboard
Rabo Group,group,Return on Equity,7.6,2023-Q3,rbnz-dashboard
Rabo Group,group,NIM,2.8,2023-Q3,rbnz-dashboard
Rabo Group,group,Net Interest Income,134.3,2023-Q3,rbnz-dashboard
Rabo Group,group,Trading and Hedging Gains,-11.2,2023-Q3,rbnz-dashboard
Rabo Group,group,Fees and Commission Income,0.7,2023-Q3,rbnz-dashboard
Rabo Group,group,Other Income,4.4,2023-Q3,rbnz-dashboard
Rabo Group,group,Operating Expenses,55.7,2023-Q3,rbnz-dashboard
Rabo Group,group,Profit After Tax,50.9,2023-Q3,rbnz-dashboard
Rabo Group,group,Total Assets,20251.1,2023-Q3,rbnz-dashboard
Rabo Group,group,Cash Position,3296.2,2023-Q3,rbnz-dashboard
Rabo Group,group,Net Loans and Advances,16245.8,2023-Q3,rbnz-dashboard
Rabo Group,group,Deposits,6429.5,2023-Q3,rbnz-dashboard
Rabo Group,group,Equity,2677.8,2023-Q3,rbnz-dashboard
Rabo Group,group,Core Funding Ratio (CFR),,2023-Q3,rbnz-dashboard
Rabo Group,group,1-Month Mismatch Ratio,,2023-Q3,rbnz-dashboard
Rabo Group,group,1-Week Mismatch Ratio,,2023-Q3,rbnz-dashboard
Rabo Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q3,rbnz-dashboard
Rabo Group,group,Top 5 Bank Credit Exposures,,2023-Q3,rbnz-dashboard
Rabo Group,group,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
Rabobank,standalone,Total Capital Ratio,14.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,CET1 Ratio,14.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Tier 1 Capital Ratio,14.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Total Risk-Weighted Assets,15196,2023-Q3,rbnz-dashboard
Rabobank,standalone,Total Non-Performing Loans,339.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,NPL Ratio,2.6,2023-Q3,rbnz-dashboard
Rabobank,standalone,Individual Provisions,1.8,2023-Q3,rbnz-dashboard
Rabobank,standalone,Collective Provisions,28.4,2023-Q3,rbnz-dashboard
Rabobank,standalone,Return on Assets,1.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Return on Equity,8.8,2023-Q3,rbnz-dashboard
Rabobank,standalone,NIM,2.9,2023-Q3,rbnz-dashboard
Rabobank,standalone,Net Interest Income,110.9,2023-Q3,rbnz-dashboard
Rabobank,standalone,Trading and Hedging Gains,0.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Fees and Commission Income,0.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Other Income,0,2023-Q3,rbnz-dashboard
Rabobank,standalone,Operating Expenses,44.2,2023-Q3,rbnz-dashboard
Rabobank,standalone,Profit After Tax,48,2023-Q3,rbnz-dashboard
Rabobank,standalone,Total Assets,15709.3,2023-Q3,rbnz-dashboard
Rabobank,standalone,Cash Position,2165.8,2023-Q3,rbnz-dashboard
Rabobank,standalone,Net Loans and Advances,13075.7,2023-Q3,rbnz-dashboard
Rabobank,standalone,Deposits,6251.9,2023-Q3,rbnz-dashboard
Rabobank,standalone,Equity,2177.8,2023-Q3,rbnz-dashboard
Rabobank,standalone,Core Funding Ratio (CFR),82.9,2023-Q3,rbnz-dashboard
Rabobank,standalone,1-Month Mismatch Ratio,7,2023-Q3,rbnz-dashboard
Rabobank,standalone,1-Week Mismatch Ratio,6.5,2023-Q3,rbnz-dashboard
Rabobank,standalone,Top 5 Non-Bank Credit Exposures,15.4,2023-Q3,rbnz-dashboard
Rabobank,standalone,Top 5 Bank Credit Exposures,9.4,2023-Q3,rbnz-dashboard
Rabobank,standalone,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
SBS,standalone,Total Capital Ratio,13.5,2023-Q3,rbnz-dashboard
SBS,standalone,CET1 Ratio,12.1,2023-Q3,rbnz-dashboard
SBS,standalone,Tier 1 Capital Ratio,12.1,2023-Q3,rbnz-dashboard
SBS,standalone,Total Risk-Weighted Assets,3704.4,2023-Q3,rbnz-dashboard
SBS,standalone,Total Non-Performing Loans,12.2,2023-Q3,rbnz-dashboard
SBS,standalone,NPL Ratio,0.2,2023-Q3,rbnz-dashboard
SBS,standalone,Individual Provisions,0.2,2023-Q3,rbnz-dashboard
SBS,standalone,Collective Provisions,35.4,2023-Q3,rbnz-dashboard
SBS,standalone,Return on Assets,0.6,2023-Q3,rbnz-dashboard
SBS,standalone,Return on Equity,6.8,2023-Q3,rbnz-dashboard
SBS,standalone,NIM,2.5,2023-Q3,rbnz-dashboard
SBS,standalone,Net Interest Income,37.6,2023-Q3,rbnz-dashboard
SBS,standalone,Trading and Hedging Gains,0.8,2023-Q3,rbnz-dashboard
SBS,standalone,Fees and Commission Income,6.7,2023-Q3,rbnz-dashboard
SBS,standalone,Other Income,1.2,2023-Q3,rbnz-dashboard
SBS,standalone,Operating Expenses,30.5,2023-Q3,rbnz-dashboard
SBS,standalone,Profit After Tax,8.9,2023-Q3,rbnz-dashboard
SBS,standalone,Total Assets,6256.4,2023-Q3,rbnz-dashboard
SBS,standalone,Cash Position,59.1,2023-Q3,rbnz-dashboard
SBS,standalone,Net Loans and Advances,5341,2023-Q3,rbnz-dashboard
SBS,standalone,Deposits,4208.6,2023-Q3,rbnz-dashboard
SBS,standalone,Equity,523.6,2023-Q3,rbnz-dashboard
SBS,standalone,Core Funding Ratio (CFR),95.5,2023-Q3,rbnz-dashboard
SBS,standalone,1-Month Mismatch Ratio,10.4,2023-Q3,rbnz-dashboard
SBS,standalone,1-Week Mismatch Ratio,6.1,2023-Q3,rbnz-dashboard
SBS,standalone,Top 5 Non-Bank Credit Exposures,28.5,2023-Q3,rbnz-dashboard
SBS,standalone,Top 5 Bank Credit Exposures,103.9,2023-Q3,rbnz-dashboard
SBS,standalone,Bank Exposures ≥10% of CET1,4,2023-Q3,rbnz-dashboard
TSB,standalone,Total Capital Ratio,13.8,2023-Q3,rbnz-dashboard
TSB,standalone,CET1 Ratio,13.8,2023-Q3,rbnz-dashboard
TSB,standalone,Tier 1 Capital Ratio,13.8,2023-Q3,rbnz-dashboard
TSB,standalone,Total Risk-Weighted Assets,4802.5,2023-Q3,rbnz-dashboard
TSB,standalone,Total Non-Performing Loans,36.7,2023-Q3,rbnz-dashboard
TSB,standalone,NPL Ratio,0.5,2023-Q3,rbnz-dashboard
TSB,standalone,Individual Provisions,0.7,2023-Q3,rbnz-dashboard
TSB,standalone,Collective Provisions,27,2023-Q3,rbnz-dashboard
TSB,standalone,Return on Assets,0.3,2023-Q3,rbnz-dashboard
TSB,standalone,Return on Equity,4,2023-Q3,rbnz-dashboard
TSB,standalone,NIM,2,2023-Q3,rbnz-dashboard
TSB,standalone,Net Interest Income,45.1,2023-Q3,rbnz-dashboard
TSB,standalone,Trading and Hedging Gains,-0.7,2023-Q3,rbnz-dashboard
TSB,standalone,Fees and Commission Income,3.3,2023-Q3,rbnz-dashboard
TSB,standalone,Other Income,1.1,2023-Q3,rbnz-dashboard
TSB,standalone,Operating Expenses,38.5,2023-Q3,rbnz-dashboard
TSB,standalone,Profit After Tax,7.3,2023-Q3,rbnz-dashboard
TSB,standalone,Total Assets,9354.8,2023-Q3,rbnz-dashboard
TSB,standalone,Cash Position,510.6,2023-Q3,rbnz-dashboard
TSB,standalone,Net Loans and Advances,7284.7,2023-Q3,rbnz-dashboard
TSB,standalone,Deposits,8398.8,2023-Q3,rbnz-dashboard
TSB,standalone,Equity,731.3,2023-Q3,rbnz-dashboard
TSB,standalone,Core Funding Ratio (CFR),113.5,2023-Q3,rbnz-dashboard
TSB,standalone,1-Month Mismatch Ratio,18.7,2023-Q3,rbnz-dashboard
TSB,standalone,1-Week Mismatch Ratio,15.7,2023-Q3,rbnz-dashboard
TSB,standalone,Top 5 Non-Bank Credit Exposures,50.7,2023-Q3,rbnz-dashboard
TSB,standalone,Top 5 Bank Credit Exposures,49.9,2023-Q3,rbnz-dashboard
TSB,standalone,Bank Exposures ≥10% of CET1,2,2023-Q3,rbnz-dashboard
WBC Group,group,Total Capital Ratio,,2023-Q3,rbnz-dashboard
WBC Group,group,CET1 Ratio,,2023-Q3,rbnz-dashboard
WBC Group,group,Tier 1 Capital Ratio,,2023-Q3,rbnz-dashboard
WBC Group,group,Total Risk-Weighted Assets,,2023-Q3,rbnz-dashboard
WBC Group,group,Total Non-Performing Loans,378.9,2023-Q3,rbnz-dashboard
WBC Group,group,NPL Ratio,0.4,2023-Q3,rbnz-dashboard
WBC Group,group,Individual Provisions,22.8,2023-Q3,rbnz-dashboard
WBC Group,group,Collective Provisions,484,2023-Q3,rbnz-dashboard
WBC Group,group,Return on Assets,1,2023-Q3,rbnz-dashboard
WBC Group,group,Return on Equity,12,2023-Q3,rbnz-dashboard
WBC Group,group,NIM,2.3,2023-Q3,rbnz-dashboard
WBC Group,group,Net Interest Income,725.3,2023-Q3,rbnz-dashboard
WBC Group,group,Trading and Hedging Gains,3.1,2023-Q3,rbnz-dashboard
WBC Group,group,Fees and Commission Income,63.4,2023-Q3,rbnz-dashboard
WBC Group,group,Other Income,2.5,2023-Q3,rbnz-dashboard
WBC Group,group,Operating Expenses,367,2023-Q3,rbnz-dashboard
WBC Group,group,Profit After Tax,328.1,2023-Q3,rbnz-dashboard
WBC Group,group,Total Assets,132798.4,2023-Q3,rbnz-dashboard
WBC Group,group,Cash Position,12105.4,2023-Q3,rbnz-dashboard
WBC Group,group,Net Loans and Advances,99710.5,2023-Q3,rbnz-dashboard
WBC Group,group,Deposits,79901.6,2023-Q3,rbnz-dashboard
WBC Group,group,Equity,10828.8,2023-Q3,rbnz-dashboard
WBC Group,group,Core Funding Ratio (CFR),,2023-Q3,rbnz-dashboard
WBC Group,group,1-Month Mismatch Ratio,,2023-Q3,rbnz-dashboard
WBC Group,group,1-Week Mismatch Ratio,,2023-Q3,rbnz-dashboard
WBC Group,group,Top 5 Non-Bank Credit Exposures,,2023-Q3,rbnz-dashboard
WBC Group,group,Top 5 Bank Credit Exposures,,2023-Q3,rbnz-dashboard
WBC Group,group,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
Westpac,standalone,Total Capital Ratio,14.4,2023-Q3,rbnz-dashboard
Westpac,standalone,CET1 Ratio,11.1,2023-Q3,rbnz-dashboard
Westpac,standalone,Tier 1 Capital Ratio,12.7,2023-Q3,rbnz-dashboard
Westpac,standalone,Total Risk-Weighted Assets,69562.8,2023-Q3,rbnz-dashboard
Westpac,standalone,Total Non-Performing Loans,378.9,2023-Q3,rbnz-dashboard
Westpac,standalone,NPL Ratio,0.4,2023-Q3,rbnz-dashboard
Westpac,standalone,Individual Provisions,22.8,2023-Q3,rbnz-dashboard
Westpac,standalone,Collective Provisions,479.4,2023-Q3,rbnz-dashboard
Westpac,standalone,Return on Assets,1,2023-Q3,rbnz-dashboard
Westpac,standalone,Return on Equity,13.2,2023-Q3,rbnz-dashboard
Westpac,standalone,NIM,2.3,2023-Q3,rbnz-dashboard
Westpac,standalone,Net Interest Income,680.3,2023-Q3,rbnz-dashboard
Westpac,standalone,Trading and Hedging Gains,-6.1,2023-Q3,rbnz-dashboard
Westpac,standalone,Fees and Commission Income,63.8,2023-Q3,rbnz-dashboard
Westpac,standalone,Other Income,7.2,2023-Q3,rbnz-dashboard
Westpac,standalone,Operating Expenses,348.9,2023-Q3,rbnz-dashboard
Westpac,standalone,Profit After Tax,305.1,2023-Q3,rbnz-dashboard
Westpac,standalone,Total Assets,122640.4,2023-Q3,rbnz-dashboard
Westpac,standalone,Cash Position,9805.6,2023-Q3,rbnz-dashboard
Westpac,standalone,Net Loans and Advances,99327.6,2023-Q3,rbnz-dashboard
Westpac,standalone,Deposits,79940.8,2023-Q3,rbnz-dashboard
Westpac,standalone,Equity,9143.9,2023-Q3,rbnz-dashboard
Westpac,standalone,Core Funding Ratio (CFR),88.8,2023-Q3,rbnz-dashboard
Westpac,standalone,1-Month Mismatch Ratio,10.1,2023-Q3,rbnz-dashboard
Westpac,standalone,1-Week Mismatch Ratio,10.2,2023-Q3,rbnz-dashboard
Westpac,standalone,Top 5 Non-Bank Credit Exposures,51.3,2023-Q3,rbnz-dashboard
Westpac,standalone,Top 5 Bank Credit Exposures,20.8,2023-Q3,rbnz-dashboard
Westpac,standalone,Bank Exposures ≥10% of CET1,,2023-Q3,rbnz-dashboard
ANZ,standalone,Total Capital Ratio,16.6,2023-Q4,rbnz-dashboard
ANZ,standalone,CET1 Ratio,13.5,2023-Q4,rbnz-dashboard
ANZ,standalone,Tier 1 Capital Ratio,15.2,2023-Q4,rbnz-dashboard
ANZ,standalone,Total Risk-Weighted Assets,105898.2,2023-Q4,rbnz-dashboard
